,level_0,id,docid,title,author,date,genre,lhs,match,rhs,Level 1,Level 2,domain,comment,index,Unnamed: 0,Unnamed: 0.1,Context before,token,Context after
504,149,72,A36900.a1,"Heavenly pastime, or, Pleasant observations on all the most remarkable passages throughout the Holy Bible of the Old and New Testament newly allegoriz'd in several delightful dialogues, poems, similitudes, and divine fancies / by John Dunton, author of The sickmans passing-bell.","Dunton, John",1685,dialogue/conference,"f our relations that we left behind , but for our Mother more whose curiosity to see her Habitation ",blaz,ing turn'd her to a Monument to stand the gaz_ of all that pass the plains . 2 . Daughter . Our Fath,Y,LIT,,,149,,,"f our relations that we left behind , but for our mother more whose curiosity to see her habitation",blazing,turn'd her to a monument to stand the gaz_ of all that pass the plains . 2 . daughter . our fath
505,150,145,820700200,"The character and conduct of Cicero, considered, from the history of his life, by the Reverend Dr. Middleton. With occasional essays, and observations upon the most memorable facts and persons during that period. By Colley Cibber, Esq; Servant to His Majesty.","Cibber, Colley",1747,biography/memoirs,"ife : Yet so it was , the aspiring Soul of Cicero thought no sublunary Glory desirable that did not ",blaz,"e and crackle in its Operation ; and , in his Sense , not to be a Leader in Rome was a Glory lost th",Y,MET,grandeur,,150,,,"ife : yet so it was , the aspiring soul of cicero thought no sublunary glory desirable that did not",blaze,"and crackle in its operation ; and , in his sense , not to be a leader in rome was a glory lost th"
506,151,212,A40678,Mixt contemplations in better times by Thomas Fuller ...,"Fuller, Thomas",1660,prose,"Others will have it Gerek from , to shew and appear ; their Meteor Pietie consisting onely in short ",blaz,"ing the forerunner of their extinction . But most certainly the word is Latin from Fanum a Temple , ",Y,LIT,,,151,,,"others will have it gerek from , to shew and appear ; their meteor pietie consisting onely in short",blazing,"the forerunner of their extinction . but most certainly the word is latin from fanum a temple ,"
507,154,532,A53064.a143,"CCXI sociable letters written by the thrice noble, illustrious, and excellent princess, the Lady Marchioness of Newcastle.","Cavendish, Margaret",1664,letters,"mperours , in Funeral Flames , I cannot say , an Eagle Flies out of them , or that they Turn into a ",Blaz,"ing Star , although they make a great Blazing Light when they Burn ; And so leaving them to your App",Y,LIT,,,154,,,"mperours , in funeral flames , i cannot say , an eagle flies out of them , or that they turn into a",Blazing,"star , although they make a great blazing light when they burn ; and so leaving them to your app"
508,155,189,A69868.a5,"Don Sebastian, King of Portugal a tragedy, acted at the Theatre Royal / written by Mr. Dryden.","Dryden, John",1690,drama_tragedy,"pping in the full Career , How e'er the leap be dangerous and wide . Orchan looking out . I _ee the ",blaz,e of Torches from afar ; And hear the trampling of thick beating feet ; This way they move . Bend . ,Y,LIT,,,155,,,"pping in the full career , how e'er the leap be dangerous and wide . orchan looking out . i _ee the",blaze,of torches from afar ; and hear the trampling of thick beating feet ; this way they move . bend .
509,156,325,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"bends like a crooked Horn . Lampadias , when it blazeth like a Lamp . As for the true cause of the ",Blaz,"e , it seems evident that it doth proceed from the Sun beams , passing through the body of the Star ",Y,LIT,,,156,,,"bends like a crooked horn . lampadias , when it blazeth like a lamp . as for the true cause of the",Blaze,", it seems evident that it doth proceed from the sun beams , passing through the body of the star"
510,158,528,A36998,A New collections of songs and poems by Thomas D'Urfey ...,"D'Urfey, Thomas",1683,poetry_miscellany+songs,", and move in his Great Sphere again ; 'Tis in his face you see the Rising Sun , T'other's a Comet ",blaz,"ing o're the Town ; Portending mischiefs , seeming to explain , The former Tragick Scene design'd ag",Y,LIT,,,158,,,", and move in his great sphere again ; 'tis in his face you see the rising sun , t'other's a comet",blazing,"o're the town ; portending mischiefs , seeming to explain , the former tragick scene design'd ag"
511,159,502,422800300,"Reformation of manners, a satyr.","Defoe, Daniel",1702,satire,"im whose Glory made it so . Yet Ostia stands , her impious Towers defy The threatning Comets of the ",blaz,"ing Sky , Foreboding Signs of Ruin she despises , And all her teaching Saviour's Sacrifices ; The Je",Y,LIT,,,159,,,"im whose glory made it so . yet ostia stands , her impious towers defy the threatning comets of the",blazing,"sky , foreboding signs of ruin she despises , and all her teaching saviour's sacrifices ; the je"
512,160,508,N00772.a0,"A pillar of gratitude. Or, A brief recapitulation, of the matchless favours, with which the God of heaven, hath obliged the hearty praises, of his New-England Israel. A sermon delivered in the audience of His Excellency, the Earl of Bellomont, captain general, and governour in chief, and of the Council & Representatives, of the General Assembly of the province of the Massachusetts Bay, convened at Boston, in New England. On May 29 1700 the day, for the election of counsellors, in the province. / By Cotton Mather. ; Whereto there is appendixed, an extract of some accounts, concerning the wonderful success of the glorious Gospel, in the East-Indies. ; [One line of Latin quotation]","Mather, Cotton",1700,sermons,"but _eldome got in , and _et up among us ; and when they have done _o , they have made but a Short ",Blaz,"e , and Gone out in a Snuff ; and _ome Hand or other , hath done _uch a Service for the Lord Je_us C",Y,MET,UNK,,160,,,"but _eldome got in , and _et up among us ; and when they have done _o , they have made but a short",Blaze,", and gone out in a snuff ; and _ome hand or other , hath done _uch a service for the lord je_us c"
513,161,114,62369155,The musical entertainments in the tragedy of Rinaldo and Armida all compos'd by Mr. John Eccles and writ by Mr. Dennis.,"Dennis, John",1699,songs,"estructive Thunder , Let it roar , till it rends the Vast all asunder . Let the Lightning fearfully ",blaz,"e , Till Mortals who gaze , Fall Dead at the terrible Wonder . Thunder and Lightning . Cho . 'Tis do",Y,LIT,,,161,,,"estructive thunder , let it roar , till it rends the vast all asunder . let the lightning fearfully",blaze,", till mortals who gaze , fall dead at the terrible wonder . thunder and lightning . cho . 'tis do"
514,162,457,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"hand , is so small and inconsiderable , that it cannot invalidate their Assertion , who affirm that ",Blaz,ing Stars are most commonly pornentous of evil Events . And if we should say as some do that the app,Y,LIT,,,162,,,"hand , is so small and inconsiderable , that it cannot invalidate their assertion , who affirm that",Blazing,stars are most commonly pornentous of evil events . and if we should say as some do that the app
515,163,118,1598200100,"C¾sar in ®gypt. A tragedy. As it is acted at the Theatre-Royal in Drury-Lane, by His Majesty's servants. Written by Mr. Cibber.","Cibber, Colley",1725,drama,"onarch , and ambitious Maid ; But if Ambition be his fiercer Flame , The Head of Pompey shall out - ",blaz,e the Dame . [ Exeunt . SCENE opens to the Port of Alexandria . Enter on one Side Ptolomey wearing h,Y,MET,UNK,extended,163,,,"onarch , and ambitious maid ; but if ambition be his fiercer flame , the head of pompey shall out -",blaze,the dame . [ exeunt . scene opens to the port of alexandria . enter on one side ptolomey wearing h
516,165,487,N00255.a0,"A sermon wherein is shewed that the church of God is sometimes a subject of great persecution; preached on a publick fast at Boston in New-England: occasioned by the tidings of a great persecution raised against the Protestants in France. / By Increase Mather, teacher to a church of Christ. ; [Eight lines of quotations]","Mather, Increase",1682,sermons,"aven : especially by that fearful Sight , & great Sign which we , & all the World saw the last year ",blaz,ing among the starrs of G od . Such things have sometimes presaged great persecutions on the Church ,Y,LIT,,,165,,,"aven : especially by that fearful sight , & great sign which we , & all the world saw the last year",blazing,among the starrs of g od . such things have sometimes presaged great persecutions on the church
517,166,0,A47819,"The character of a papist in masquerade, supported by authority and experience in answer to The character of a popish successor / by Roger L'Estrange.","L'Estrange, Roger",1681,prose,"pious Holinesse had bid her safely pull the Vizor off , no sooner did Smithfield glow i'th Piles of ",Blaz,"ing Hereticks ; But Chronicles more particularly observe , that no people in her whole Kingdom felt ",Y,LIT,,the fire that shall never be quenched' is probably a metaphor?,166,,,"pious holinesse had bid her safely pull the vizor off , no sooner did smithfield glow i'th piles of",Blazing,"hereticks ; but chronicles more particularly observe , that no people in her whole kingdom felt"
518,167,610,A50938.a0,"Poems, &c. upon several occasions both English and Latin, &c. / composed at several times by Mr. John Milton ; with a small tractate of education to Mr. Hartlib.","Milton, John",1673,poetry,"k us a perpetual peace . II . That glorious Form , that Light un_ufferable , And that far - beaming ",blaz,"e of Maje_ty , Wherewith he wont at Heav'ns high Councel - Table , To _it the mid_t of Trinal Unity ",Y,MET,light,,167,,,"k us a perpetual peace . ii . that glorious form , that light un_ufferable , and that far - beaming",blaze,"of maje_ty , wherewith he wont at heav'ns high councel - table , to _it the mid_t of trinal unity"
519,168,362,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"so , a fearful inundation , and the Plague in Italy hapned not long after . A.D. 594 . A formidable ",Blaz,"ing Star appeared in January , for a M___th together , and was seen both in the morning and in the e",Y,LIT,,,168,,,"so , a fearful inundation , and the plague in italy hapned not long after . a.d. 594 . a formidable",Blazing,"star appeared in january , for a m___th together , and was seen both in the morning and in the e"
520,169,577,1083900200_1,"Iberia liberata: a poem. Occasion'd by the success of Her Majesties arms in Catalonia, Valentia, &c. under the command of The Right Honourable Charles, Earl of Peterborough and Monmouth, General of Her Majesties Forces in Spain, and Joynt-Admiral of the Royal Fleet.","Oldmixon, John",1706,poetry,"our Eyes repose and break the Day , 'Tis all Meridian Lustre , all so Bright . It blinds us with a ",blaz,"e of flowing Light . Forbear , my Muse , and be content to View The Golden Tract the Laurell'd Bards",Y,MET,light,,169,,,"our eyes repose and break the day , 'tis all meridian lustre , all so bright . it blinds us with a",blaze,"of flowing light . forbear , my muse , and be content to view the golden tract the laurell'd bards"
521,170,245,A40648,"Andronicus, or, The vnfortunate politician shewing sin stoutly punished, right surely rescued / by Tho. Fuller ...","Fuller, Thomas",1646,prose,"ne - fires , for his Triumphs : And what was a Comet , but the Kitchin - stuffe of the aire , which ",blaz,"ing for a while , would goe out in a snuffe : Adding , that that Starre might presage the fall of so",Y,LIT,,,170,,,"ne - fires , for his triumphs : and what was a comet , but the kitchin - stuffe of the aire , which",blazing,"for a while , would goe out in a snuffe : adding , that that starre might presage the fall of so"
522,172,300,A36697.a10,"Sylv¾, or, The second part of Poetical miscellanies","Dryden, John",1685,poetry,"id aspire , And stole from heaven the seed of Fire : A train of Ills , a ghastly crew , The Robbers ",blaz,"ing track persue ; Fierce Famine , with her Meagre face , And Feavours of the fiery Race , In swarms",Y,MET,UNK,extended,172,,,"id aspire , and stole from heaven the seed of fire : a train of ills , a ghastly crew , the robbers",blazing,"track persue ; fierce famine , with her meagre face , and feavours of the fiery race , in swarms"
523,173,492,N02338,"Manuductio ad ministerium. Directions for a candidate of the ministry. : Wherein, first, a right foundation is laid for his future improvement; and, then, rules are offered for such a management of his academical & preparatory studies; and thereupon, for such a conduct after his appearance in the world; as may render his a skilful and useful minister of the Gospel. : [Three lines of quotation in Latin]","Mather, Cotton",1726,prose,"mo_t Hone_t Minds , be laid a_ide with you ; and that you be apprehen_ive of nothing Portentous in ",Blaz,"ing Stars , except it _hould be apprehended , that in their Elliptic Motions they may make _o near a",Y,LIT,,,173,,,"mo_t hone_t minds , be laid a_ide with you ; and that you be apprehen_ive of nothing portentous in",Blazing,"stars , except it _hould be apprehended , that in their elliptic motions they may make _o near a"
524,175,458,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"ugh such evil Events as those in the preceding Chapters related , have sometimes hapned without any ",blaz,"ing star immediately forerunning , that doth not prove , that when such signs do appear in heaven , ",Y,LIT,,,175,,,"ugh such evil events as those in the preceding chapters related , have sometimes hapned without any",blazing,"star immediately forerunning , that doth not prove , that when such signs do appear in heaven ,"
525,176,339,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"stous Comet . I have elsewhere mentioned , that the Wise Men among the Gentiles alwayes looked upon ",Blaz,"ing Stars as malorum praenuncios , the Heraulds , and Messengers of evil Tidings to the world . The ",Y,LIT,,,176,,,"stous comet . i have elsewhere mentioned , that the wise men among the gentiles alwayes looked upon",Blazing,"stars as malorum praenuncios , the heraulds , and messengers of evil tidings to the world . the"
526,177,89,N00242.a0,"Heavens alarm to the world. Or A sermon wherein is shewed, that fearful sights and signs in heaven are the presages of great calamities at hand. By Increase Mather; teacher of a church in Boston in New-England. ; [Eleven lines of Scripture texts]","Mather, Increase",1681,sermons,"as it were for a little moment , till the indignation be overpast . Nero's bloudy Persecution had a ",Blaz,ing Star to precede it . The same is true concerning the Arrian Heresy and Persecution ; that flood ,Y,LIT,,,177,,,"as it were for a little moment , till the indignation be overpast . nero's bloudy persecution had a",Blazing,star to precede it . the same is true concerning the arrian heresy and persecution ; that flood
527,178,141,820700200,"The character and conduct of Cicero, considered, from the history of his life, by the Reverend Dr. Middleton. With occasional essays, and observations upon the most memorable facts and persons during that period. By Colley Cibber, Esq; Servant to His Majesty.","Cibber, Colley",1747,biography/memoirs,"r . With what a high hand , as a Tribune , he afterwards overbore Cicero , will yet make a stronger ",Blaz,"e in our History . Such were the precious Flowers of Roman Liberty ! but , as they grew upon the Com",Y,MET,UNK,,178,,,"r . with what a high hand , as a tribune , he afterwards overbore cicero , will yet make a stronger",Blaze,"in our history . such were the precious flowers of roman liberty ! but , as they grew upon the com"
528,179,545,A36972,"An essay towards the theory of the intelligible world intuitively considered designed for forty-nine parts : Part III : consisting of a preface, a postscript, and a little something between / by Gabriel John ; enriched with a faithful account of his ideal voyage, and illustrated with poems by several hands, as likewise with other strange things not insufferably clever, nor furiously to the purpose.","D'Urfey, Thomas",1700,prose+poetry,", But leaves me , like a surly Elf , To open all the Gates my self . What if a Wheel should fall a ",Blaz,"ing ? 'Twould put me a Consumed 'Maze in ; For I've no Engine to throw Cloud - water : Vslid , I'd a",Y,LIT,,,179,,,", but leaves me , like a surly elf , to open all the gates my self . what if a wheel should fall a",Blazing,"? 'twould put me a consumed 'maze in ; for i've no engine to throw cloud - water : vslid , i'd a"
529,180,356,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,s Chlorus ( the Father of great Constantine ) died at York in England ( then called Britain . ) The ,blaz,"ing Star was attended with the most bloody and cruel Persecution that ever was , viz. that under Dio",Y,LIT,,,180,,,s chlorus ( the father of great constantine ) died at york in england ( then called britain . ) the,blazing,"star was attended with the most bloody and cruel persecution that ever was , viz. that under dio"
530,181,190,A40647,"An alarum to the counties of England and Wales with the oath of abjuration for ever to be abjur'd, or the sad malady and sole remedy of England / by a lover of his native countrey.","Fuller, Thomas",1660,prose,"sh wealth could last so long , as we have beheld it burning in the Socket , but now giving the last ",blaz,"e , if God be not mercifull , and men discreet to prevent it . 7 . Passe we from the sad Malady , to",Y,LIT,,,181,,,"sh wealth could last so long , as we have beheld it burning in the socket , but now giving the last",blaze,", if god be not mercifull , and men discreet to prevent it . 7 . passe we from the sad malady , to"
531,182,380,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"nd more then a thousand of inferiour Clergymen . Whatever the Blazing Star in the sky had , so many ",Blaz,"ing stars being in Conjunction at Rome , must needs have a malignant influence upon the World . The ",Y,LIT,,,182,,,"nd more then a thousand of inferiour clergymen . whatever the blazing star in the sky had , so many",Blazing,"stars being in conjunction at rome , must needs have a malignant influence upon the world . the"
532,183,378,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,tered by the bloody Papists . A.D. 1214 . ( or as others 1215 . ) In the Moneth of March a terrible ,Blaz,"ing Star was seen , both preceding and following the Sun every day , which caused many in those daye",Y,LIT,,,183,,,tered by the bloody papists . a.d. 1214 . ( or as others 1215 . ) in the moneth of march a terrible,Blazing,"star was seen , both preceding and following the sun every day , which caused many in those daye"
533,184,474,A36900,"Heavenly pastime, or, Pleasant observations on all the most remarkable passages throughout the Holy Bible of the Old and New Testament newly allegoriz'd in several delightful dialogues, poems, similitudes, and divine fancies / by John Dunton, author of The sickmans passing-bell.","Dunton, John",1685,prose+poetry,"the fire : Gods trials are like bellows : Satan's blower , Blows out false Faiths , makes true ones ",blaz,"e the more : True , Lord , his faith is tough ; but Snailes as well Can thrive without , as live wit",Y,MET,emotion,extended,184,,,"the fire : gods trials are like bellows : satan's blower , blows out false faiths , makes true ones",blaze,"the more : true , lord , his faith is tough ; but snailes as well can thrive without , as live wit"
534,185,281,A61124,"Spencer redivivus containing the first book of the Fairy queen his essential design preserv'd, but his obsolete language and manner of verse totally laid aside deliver'd in heroick numbers / by a person of quality.","L'Estrange, Roger",1687,poetry,lst his polluted Bosom did disperse A smoaky Stench too foul to name by Verse . His angry Eyes more ,blaz,"ing Flames did yield , Than Beacons burning on the lofty Field : But far within , to cast a dismal S",Y,MET,emotion,extended,185,,,lst his polluted bosom did disperse a smoaky stench too foul to name by verse . his angry eyes more,blazing,"flames did yield , than beacons burning on the lofty field : but far within , to cast a dismal s"
535,186,357,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"an to disseminate his Pestiferous Doctrine , and Donatisme put the African Churches into an unhappy ",Blaz,e . A D. 323 . A Comet appeared in the sign of Virgo . After which the Arian Heresie prevailed excee,Y,LIT,,,186,,,"an to disseminate his pestiferous doctrine , and donatisme put the african churches into an unhappy",Blaze,. a d. 323 . a comet appeared in the sign of virgo . after which the arian heresie prevailed excee
536,187,417,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"nd declining towards the head of Leo , its motion was retrograde . Sept . 6 . with the naked eye no ",blaz,"e could be perceived , but with the Telescope one might perceive it like a thin Cloud : Sept . 23 . ",Y,LIT,,,187,,,"nd declining towards the head of leo , its motion was retrograde . sept . 6 . with the naked eye no",blaze,"could be perceived , but with the telescope one might perceive it like a thin cloud : sept . 23 ."
537,188,125,1598200100,"C¾sar in ®gypt. A tragedy. As it is acted at the Theatre-Royal in Drury-Lane, by His Majesty's servants. Written by Mr. Cibber.","Cibber, Colley",1725,drama,"otten on thy Bosom . Cleo . Now ye chaste Matrons , that reproach my Love , Behold my C¾sar in this ",Blaz,"e of Glory ! O let the Dangers of this Day but speak him ! Let impious Treason , thro' the Earth , a",Y,MET,grandeur,,188,,,"otten on thy bosom . cleo . now ye chaste matrons , that reproach my love , behold my c¾sar in this",Blaze,"of glory ! o let the dangers of this day but speak him ! let impious treason , thro' the earth , a"
538,189,434,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"it did proceed from the beams thereof , piercing through the body of the Comet . The Star lost its ",Blaz,"e in the latter end of January , and yet recovered it again in part in the beginning of February . I",Y,LIT,,,189,,,"it did proceed from the beams thereof , piercing through the body of the comet . the star lost its",Blaze,"in the latter end of january , and yet recovered it again in part in the beginning of february . i"
539,190,363,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,he universal head of the Church . Ever since this time the Bishops of Rome have been no better then ,Blaz,"ing Stars . Four Years after this , another Comet was seen in the Moneths of April and May , & again",Y,LIT,,,190,,,he universal head of the church . ever since this time the bishops of rome have been no better then,Blazing,"stars . four years after this , another comet was seen in the moneths of april and may , & again"
540,191,455,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"eiveth from the Sun hath a physical and wonderful influence upon the Earth , so may the Beams which ",blaz,"e through a Cometical body have likewise . As to their natural operation , they may have different e",Y,LIT,,,191,,,"eiveth from the sun hath a physical and wonderful influence upon the earth , so may the beams which",blaze,"through a cometical body have likewise . as to their natural operation , they may have different e"
541,192,364,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"wondred at , if so great a Plague to the World as Mahometism , is , was preceded and attended with ",Blaz,"ing Stars , as in the after Relations will appear . Never was the dominion of any Nation spread so f",Y,LIT,,,192,,,"wondred at , if so great a plague to the world as mahometism , is , was preceded and attended with",Blazing,"stars , as in the after relations will appear . never was the dominion of any nation spread so f"
542,193,515,K072424000,Notes upon the twelve books of Paradise lost: Collected from the Spectator. Written by Mr. Addison.,"Addison, Joseph",1719,prose,"ed Seed _hall all re_tore . THE following Lines , which conclude the Poem , ri_e in a mo_t glorious ",Blaz,"e of Poetical Images and Expre__ions . HELIODOR_S in his Aeshiopicks acquaints us , that the Motion ",Y,MET,UNK,,193,,,"ed seed _hall all re_tore . the following lines , which conclude the poem , ri_e in a mo_t glorious",Blaze,"of poetical images and expre__ions . heliodor_s in his aeshiopicks acquaints us , that the motion"
543,196,230,A48420.a0,"The Life of that incomparable princess, Mary, our late sovereign lady, of ever blessed memory who departed this life, at her royal pallace at Kensington, the 28th of December, 1694.","Defoe, Daniel",1695,poetry,"gravely first with Death debate . They kindle slowly , but when once on fire , Burn on , and in the ",blaz,"e of Fame expire . Hail Princess ! hail ! thou fairest of thy Kind ! Thou shape of Angels , with an ",Y,MET,UNK,extended,196,,,"gravely first with death debate . they kindle slowly , but when once on fire , burn on , and in the",blaze,"of fame expire . hail princess ! hail ! thou fairest of thy kind ! thou shape of angels , with an"
544,197,616,A36592,"All for love, or, The world well lost a tragedy, as it is acted at the Theatre-Royal, and written in imitation of Shakespeare's stile / written by Mr. Dryden.","Dryden, John",1692,drama_tragedy,"painted Wings , the Winds That plaid about her Face : But if she smil'd , A darting Glory seem'd to ",blaz,e abroad : That Mens desiring Eyes were never weary'd ; But hung upon the Object : To soft Flutes Th,Y,MET,grandeur,,197,,,"painted wings , the winds that plaid about her face : but if she smil'd , a darting glory seem'd to",blaze,abroad : that mens desiring eyes were never weary'd ; but hung upon the object : to soft flutes th
545,198,323,N00277,"Kometographia. Or A discourse concerning comets; wherein the nature of blazing stars is enquired into: with an historical account of all the comets which have appeared from the beginning of the world unto this present year, M.DC.LXXXIII. : Expressing the place in the heavens, where they were seen, their motion, forms, duration; and the remarkable events which have followed in the world, so far as thay have been by learned men observed. : As also two sermons occasioned by the late blazing stars. / By Mr. Increase Mather, teacher of a church at Boston in New-England. ; [Three lines of Scripture texts]","Mather, Increase",1683,science+sermons,"ze is on the one side of the Comet only . Under this comes that which is called Acontias , when the ",blaz,"e is in the form of a Dart . Longitis , when it is in the form of a Lance or Spear . Xiphias , when ",Y,LIT,,,198,,,"ze is on the one side of the comet only . under this comes that which is called acontias , when the",blaze,"is in the form of a dart . longitis , when it is in the form of a lance or spear . xiphias , when"
546,199,469,A53058.a86,"Philosophical letters, or, Modest reflections upon some opinions in natural philosophy maintained by several famous and learned authors of this age, expressed by way of letters / by the thrice noble, illustrious, and excellent princess the Lady Marchioness of Newcastle.","Cavendish, Margaret",1664,letters,"he Blas of the Stars . Certainly , Madam , if this were so , then , in my judgment , when the Stars ",blaz,"e , we should have constant Winds , and the more they blaze , the more violent winds there would be ",Y,LIT,,,199,,,"he blas of the stars . certainly , madam , if this were so , then , in my judgment , when the stars",blaze,", we should have constant winds , and the more they blaze , the more violent winds there would be"
