,Initial index,index in word-specific sheet,mass_rand,Text ID,Journal ,Context before,lemma,token,Context after,Sense,Object,unit,Singular/Plural,Construction ( need to think how I'll phrase this),Notable phrases,Preceded,Followed,Topic,commentary,Tagged context before,Tagged query item,Tagged context after,author,author-abbr,Author Frequency,title,tokens,type,year,URL,Matchbegin corpus position,Matchend corpus position
918,31516,1528,0.040223432999999996,107874,transactions ,down by carbonate of ammonia . The precipitate dried on the filter weighed 4-s grains : but by ignition the,weight,weight,was reduced to 2-18 grains . Hence the constituents were Arsenic acid 6'92 or 15'8 Green oxide of chrome 2'18,M,C,GRAINS,S,,,DT,VBD,CHEMISTRY,,down_RP by_IN carbonate_NN of_IN ammonia_NN ._SENT The_DT precipitate_NN dried_VVD on_IN the_DT filter_NN weighed_VVD 4-s_JJ grains_NNS :_: but_CC by_IN ignition_NN the_DT,weight_NN,was_VBD reduced_VVN to_TO 2-18_CD grains_NNS ._SENT Hence_RB the_DT constituents_NNS were_VBD Arsenic_NN acid_NN 6'92_JJ or_CC 15'8_JJ Green_NP oxide_NN of_IN chrome_NN 2'18_JJ,Thomas Thomson,T.Thomson,135,On Some of the Compounds of Chromium,20109,fla,1827,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=6556,16489886,16489886.0
919,33775,2588,0.040605737999999995,41206196,transactions ,"groat was 48 grains , and that of the shilling 144 grains , which gives only 12 grains for the",weight,weight,of the coin called the penny or sterling-f ' The troy pound appears to have been derived from the Roman,M,COIN,GRAINS,S,,,DT,IN,META,,"groat_NN was_VBD 48_CD grains_NNS ,_, and_CC that_IN of_IN the_DT shilling_NN 144_CD grains_NNS ,_, which_WDT gives_VVZ only_RB 12_CD grains_NNS for_IN the_DT",weight_NN,of_IN the_DT coin_NN called_VVD the_DT penny_NN or_CC sterling-f_NN '_'' The_DT troy_NN pound_NN appears_VVZ to_TO have_VH been_VBN derived_VVN from_IN the_DT Roman_NP,W. H. Miller,W.H.Miller,429,"On the Construction of the New Imperial Standard Pound, and its Copies of Platinum; and on the Comparison of the Imperial Standard Pound with the Kilogramme des Archives",24629,fla,1856,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=8815,24220354,24220354.0
920,50056,6940,0.040674674,rspb_1914_0055,rspb,"to the thymus weights , were too variable to admit of any importance being attached to them . Animal No.",weight,weight,", August 13 . Weight after 51 days . Weight of remaining testis . Weight of thymus . grm. grm.",M,BIO,GRAMS,S,,,NN,NP,BIOLOGY,,"to_TO the_DT thymus_NN weights_NNS ,_, were_VBD too_RB variable_JJ to_TO admit_VV of_IN any_DT importance_NN being_VBG attached_VVN to_TO them_PP ._SENT Animal_JJ No._NN",Weight_NP,",_, August_NP 13_CD ._SENT Weight_NN after_IN 51_CD days_NNS ._SENT Weight_NN of_IN remaining_VVG testis_NN ._SENT Weight_NN of_IN thymus_NN ._SENT grm._NP grm._NP","E. T. Halnan|F. H. A. Marshall|G. Udny Yule|Prof. J. N. Langley, F. R. S.",Halnan.Marshall.Yule.Langley,100,On the relation between the thymus and the generative organs and the influence of these organs upon growth.,5625,article,1914,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=25096,73506234,73506234.0
921,49060,6580,0.040690276000000004,rspb_1912_0091,rspb,-49 . ) Difference between cross-section calculated and observed . Cross-section calculated as percentage ( 0 *609 ) of body,weight,weight,. Difference between cross-section calculated and observed . 1 ? i grm. 310 mm. 0-996 sq . mm. 3 -12,M,BO,GRAMS,S,,,NN,SENT,BIOLOGY,,-49_CD ._SENT )_) Difference_NN between_IN cross-section_NN calculated_VVN and_CC observed_VVN ._SENT Cross-section_NN calculated_VVN as_IN percentage_NN (_( 0_CD *609_NN )_) of_IN body_NN,weight_NN,._SENT Difference_NN between_IN cross-section_NN calculated_VVN and_CC observed_VVN ._SENT 1_LS ?_SENT i_NP grm._NP 310_CD mm._NN 0-996_CD sq_NNS ._SENT mm._NNS 3_CD -12_CD,"Georges Dreyer|William Ray|E. W. Ainley Walker|Francis Gotch, F. R. S.",G.Dreyer,159,The size of the aorta in warm-blooded animals and its relationship to the body weight and to the surface area expressed in a formula.,9896,article,1912,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=24100,71380527,71380527.0
922,28858,494,0.040715783,106525,transactions ,"V= the velocity of the recoil , when the same charge is made to impel a bullet , B= the",weight,weight,"of the bullet , and v= its velocity , It will be v=VUX W/ B. Let us see how this",W,EQ,None,S,,,DT,IN,PHYSICS,,"V=_NP the_DT velocity_NN of_IN the_DT recoil_VVP ,_, when_WRB the_DT same_JJ charge_NN is_VBZ made_VVN to_TO impel_VV a_DT bullet_NN ,_, B=_NP the_DT",weight_NN,"of_IN the_DT bullet_NN ,_, and_CC v=_NN its_PP$ velocity_NN ,_, It_PP will_MD be_VB v=VUX_NP W/_NP B._NP Let_VVD us_PP see_VVP how_WRB this_DT",Benjamin Thompson,B.Thompson,118,"New Experiments upon Gun-Powder, with Occasional Observations and Practical Inferences; To Which are Added, an Account of a New Method of Determining the Velocities of All Kinds of Military Projectiles, and the Description of a Very Accurate Eprouvette for Gun-Powder. By Benjamin Thompson, Esq, F. R. S.",29980,fla,1781,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=3898,9837524,9837524.0
923,31318,1426,0.040770492,107796,transactions ,"0-0,95 -1,12 -0,93 + 0,85 + o,78 + 0,74 Mean . By the above comparisons , the error of each",weight,weight,"in parts of a grain is as follows : No. i. No. 2 . No. S. No. 4 . -,272",N,WO,GRAINS,S,,,DT,IN,META,,"0-0,95_CD -1,12_CD -0,93_CD +_SYM 0,85_CD +_SYM o,78_NN +_SYM 0,74_CD Mean_NP ._SENT By_IN the_DT above_JJ comparisons_NNS ,_, the_DT error_NN of_IN each_DT",weight_NN,"in_IN parts_NNS of_IN a_DT grain_NN is_VBZ as_RB follows_VVZ :_: No._NN i._NN No._NN 2_CD ._SENT No._NN S._NP No._NN 4_CD ._SENT -,272_CD",Henry Kater,H.Kater,274,An Account of the Construction and Adjustment of the New Standards of Weights and Measures of the United Kingdom of Great Britain and Ireland,13556,fla,1826,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=6358,16253703,16253703.0
925,31496,1508,0.041042382999999995,107874,transactions ,"on the sand bath till they ceased to lose weight . The brown colour was not altered , but the",weight,weight,"was reduced to 6-8 grains . When this matter was exposed to a red heat it did not glow ,",M,C,GRAINS,S,,,DT,VBD,CHEMISTRY,,"on_IN the_DT sand_NN bath_NN till_IN they_PP ceased_VVD to_TO lose_VV weight_NN ._SENT The_DT brown_JJ colour_NN was_VBD not_RB altered_VVN ,_, but_CC the_DT",weight_NN,"was_VBD reduced_VVN to_TO 6-8_CD grains_NNS ._SENT When_WRB this_DT matter_NN was_VBD exposed_VVN to_TO a_DT red_JJ heat_NN it_PP did_VVD not_RB glow_NN ,_,",Thomas Thomson,T.Thomson,135,On Some of the Compounds of Chromium,20109,fla,1827,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=6536,16482334,16482334.0
926,34779,3126,0.04133653,108753,transactions ,"uniformity , when a tolerably uniform amount of exertion is made ; but with the ordinary variations of exertion the",weight,weight,"is the least on the Saturday , and the greatest on the Sunday and Monday mornings . The body was",M,BO,None,S,,,DT,VBZ,BIOLOGY,,"uniformity_NN ,_, when_WRB a_DT tolerably_RB uniform_JJ amount_NN of_IN exertion_NN is_VBZ made_VVN ;_: but_CC with_IN the_DT ordinary_JJ variations_NNS of_IN exertion_NN the_DT",weight_NN,"is_VBZ the_DT least_JJS on_IN the_DT Saturday_NP ,_, and_CC the_DT greatest_JJS on_IN the_DT Sunday_NP and_CC Monday_NP mornings_NNS ._SENT The_DT body_NN was_VBD",Edward Smith,E.Smith,134,"On the Elimination of Urea and Urinary Water, in Relation to the Period of the Day, Season, Exertion, Food, Prison Discipline, Weight of Body, and Other Influences Acting in the Cycle of the Year",36716,fla,1861,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=9819,26931574,26931574.0
927,43440,5938,0.041349334,rsta_1897_0021,rsta,"being adjusted to 25 lbs. ( shown figs. 1 and 4 ) . In addition to this load , a",weight,weight,"is suspended from a knife edge on the lever nearer the shaft , this weight being the piston of a",W,WO,None,S,,,DT,VBZ,PHYSICS,,"being_VBG adjusted_VVN to_TO 25_CD lbs._NN (_( shown_VVN figs._NP 1_CD and_CC 4_CD )_) ._SENT In_IN addition_NN to_TO this_DT load_NN ,_, a_DT",weight_NN,"is_VBZ suspended_VVN from_IN a_DT knife_NN edge_NN on_IN the_DT lever_NN nearer_JJR the_DT shaft_NN ,_, this_DT weight_NN being_VBG the_DT piston_NN of_IN a_DT","W. H. Moorby, M.Sc., late Fellow of Victoria University and 1851 Exhibition Scholar",W.H.Moorby,127,X. Bakerian lecture. - on the mechanical equivalent of heat.,59087,lecture,1897,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=18480,56413867,56413867.0
928,31410,1466,0.041578037000000005,107822,transactions ,". A flat glass basin , lo inches in diameter , was filled with water containing I'ndth part of its",weight,weight,"of sulphate of potassa , in the bottom of which so or 40 separate globules of mercury , containing from",M,C,None,S,,,PP$,IN,CHEMISTRY,,"._SENT A_DT flat_JJ glass_NN basin_NN ,_, lo_NN inches_NNS in_IN diameter_NN ,_, was_VBD filled_VVN with_IN water_NN containing_VVG I'ndth_NP part_NN of_IN its_PP$",weight_NN,"of_IN sulphate_NN of_IN potassa_NN ,_, in_IN the_DT bottom_NN of_IN which_WDT so_RB or_CC 40_CD separate_JJ globules_NNS of_IN mercury_NN ,_, containing_VVG from_IN",Humphry Davy,H.Davy,257,The Bakerian Lecture: On the Relations of Electrical and Chemical Changes,11922,fla,1826,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=6450,16360626,16360626.0
929,30005,834,0.041670859,106974,transactions ,"thermom . at 660 , J Deduct the weight of the scale in water 4ro9 The difference is the net",weight,weight,"of l _the sphere in water , of the tem= 49,11 perature 66',4 J To which , add the correction",W,MAT,None,S,,,JJ,IN,META,,"thermom_NN ._SENT at_IN 660_CD ,_, J_NP Deduct_VV the_DT weight_NN of_IN the_DT scale_NN in_IN water_NN 4ro9_JJ The_DT difference_NN is_VBZ the_DT net_JJ",weight_NN,"of_IN l_NN _the_NN sphere_NN in_IN water_NN ,_, of_IN the_DT tem=_JJ 49,11_CD perature_NN 66',4_JJ J_NP To_TO which_WDT ,_, add_VVP the_DT correction_NN",George Shuckburgh Evelyn,G.Shuckburgh,122,"An Account of Some Endeavours to Ascertain a Standard of Weight and Measure. By Sir George Shuckburgh Evelyn, Bart. F. R. S. and A. S.",17141,fla,1798,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=5045,12116140,12116140.0
930,31491,1503,0.042239088,107874,transactions ,"which , dried on the sand bath , weighed o 66 grain . When heated it glowed , and the",weight,weight,was reduced to o'3s grain . Thus 9*66 grains of green oxide had been converted into chromic acid . The,M,C,GRAINS,S,,,DT,VBD,CHEMISTRY,,"which_WDT ,_, dried_VVN on_IN the_DT sand_NN bath_NN ,_, weighed_VVD o_NN 66_CD grain_NN ._SENT When_WRB heated_JJ it_PP glowed_VVD ,_, and_CC the_DT",weight_NN,was_VBD reduced_VVN to_TO o'3s_JJ grain_NN ._SENT Thus_RB 9*66_JJ grains_NNS of_IN green_JJ oxide_NN had_VHD been_VBN converted_VVN into_IN chromic_JJ acid_NN ._SENT The_DT,Thomas Thomson,T.Thomson,135,On Some of the Compounds of Chromium,20109,fla,1827,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=6531,16481265,16481265.0
931,45492,6147,0.042246273,rstb_1905_0005,rstb,"Experiment XX.\#151 ; March 4 , 1902 . 8 '8 C. j 1st weight , 1*68 grammes . 1 2nd",weight,weight,", 1*75 grammes . 1 Area , 48*2 sq . centims. 10.30 A.M. , 8 ' 9 C. 11.15 """,M,BIO,GRAMS,S,,,JJ,JJ,BIOLOGY,,"Experiment_NN XX.\#151_JJ ;_: March_NP 4_CD ,_, 1902_CD ._SENT 8_CD '8_JJ C._NP j_NN 1st_JJ weight_NN ,_, 1*68_JJ grammes_NNS ._SENT 1_CD 2nd_JJ",weight_NN,",_, 1*75_JJ grammes_NNS ._SENT 1_CD Area_NP ,_, 48*2_JJ sq_NP ._SENT centims._NN 10.30_CD A.M._NN ,_, 8_CD '_POS 9_CD C._NP 11.15_CD ""_``","Gabrielle L. C. Matthaei|F. Darwin, F. R. S.",Matthaei.Darwin,118,IV. Experimental researches on vegetable assimilation and respiration. III.- On the effect of temperature on carbon-dioxide assimilation.,28105,experiment,1905,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=20532,64031637,64031637.0
932,35442,3375,0.042407146,108887,transactions ,"of bees ' wax at higher temperatures , compare the last remark in ? ? 77 . Atomic Specific Atomic",weight,weight,. heat . heat . 1 22 11 ... J4 Crystallized cane-sugar ... 0301 Ip . 102*9 f-s^12 2** *,M,C,ATOMIC,S,,,JJ,SENT,PHYSICS,,"of_IN bees_NNS '_POS wax_NN at_IN higher_JJR temperatures_NNS ,_, compare_VVP the_DT last_JJ remark_NN in_IN ?_SENT ?_SENT 77_CD ._SENT Atomic_JJ Specific_JJ Atomic_JJ",weight_NN,._SENT heat_NN ._SENT heat_NN ._SENT 1_LS 22_CD 11_CD ..._: J4_NP Crystallized_VVD cane-sugar_NN ..._: 0301_CD Ip_NP ._SENT 102*9_JJ f-s^12_NN 2**_JJ *_SYM,Hermann Kopp,H.Kopp,117,Investigations of the Specific Heat of Solid Bodies,36207,fla,1865,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=10482,29078796,29078796.0
933,29602,650,0.042549609,106790,transactions ,", aRer the experiment , afforded rather more carbonic acid , by solution in acetollbs acid , than an equal",weight,weight,of the same parcel of alkali not thus subjected to heat . This diminutiOll of weight of alkalin and greater,M,C,None,S,,,JJ,IN,CHEMISTRY,,",_, aRer_NN the_DT experiment_NN ,_, afforded_VVN rather_RB more_RBR carbonic_JJ acid_NN ,_, by_IN solution_NN in_IN acetollbs_NNS acid_NN ,_, than_IN an_DT equal_JJ",weight_NN,of_IN the_DT same_JJ parcel_NN of_IN alkali_NN not_RB thus_RB subjected_VVN to_TO heat_VV ._SENT This_DT diminutiOll_NN of_IN weight_NN of_IN alkalin_NN and_CC greater_JJR,George Pearson,G.Pearson,143,"Experiments Made with the View of Decompounding Fixed Air, or Carbonic Acid. By George Pearson, M. D. F. R. S.",6186,fla,1792,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=4642,11417189,11417189.0
934,34416,2968,0.04262621,108711,transactions ,"way ; but with more than usual care , and with particular attention to uniformity in the manipulations . The",weight,weight,"of each part was taken as rapidly as possible after separation , in order that the amount of loss to",M,BIO,None,S,,,DT,IN,BIOLOGY,,"way_NN ;_: but_CC with_IN more_JJR than_IN usual_JJ care_NN ,_, and_CC with_IN particular_JJ attention_NN to_TO uniformity_NN in_IN the_DT manipulations_NNS ._SENT The_DT",weight_NN,"of_IN each_DT part_NN was_VBD taken_VVN as_IN rapidly_RB as_RB possible_JJ after_IN separation_NN ,_, in_IN order_NN that_IN the_DT amount_NN of_IN loss_NN to_TO",J. B. Lawes|J. H. Gilbert,Lawes.Gilbert,112,Experimental Inquiry into the Composition of Some of the Animals Fed and Slaughtered as Human Food,39796,fla,1859,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=9456,25907368,25907368.0
935,33145,2287,0.042690636,108459,transactions ,having their ends placed upon props and being loaded in the middle . Oak beams . Breaking. . weht of,weight,weight,"of Side of Wieight of No. I Weight Deflections , eeam the beam m square of 'such beams of Description",W,FOR,None,S,,,IN,IN,ENGINEERING,,having_VHG their_PP$ ends_NNS placed_VVN upon_IN props_NNS and_CC being_VBG loaded_VVN in_IN the_DT middle_NN ._SENT Oak_NP beams_VVZ ._SENT Breaking._NP ._SENT weht_NNS of_IN,Weight_NP,"of_IN Side_NP of_IN Wieight_NP of_IN No._NN I_NP Weight_NP Deflections_NNS ,_, eeam_NN the_DT beam_NN m_NN square_NN of_IN 'such_NN beams_VVZ of_IN Description_NN",William Fairbairn,W.Fairbairn,151,An Experimental Inquiry into the Strength of Wrought-Iron Plates and Their Riveted Joints as Applied to Ship-Building and Vessels Exposed to Severe Strains,23247,fla,1850,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=8185,21998884,21998884.0
937,30163,933,0.042874805999999994,107032,transactions ,"require to heat it from the temperature of freezing water to be red hot , has no sensible effect the",weight,weight,", &c. upon a balance capable of indicating sosmall a variation of weight as that of A ; -part of",M,C,None,S,,,DT,FW,PHYSICS,,"require_VV to_TO heat_VV it_PP from_IN the_DT temperature_NN of_IN freezing_NN water_NN to_TO be_VB red_JJ hot_JJ ,_, has_VHZ no_DT sensible_JJ effect_NN the_DT",Weight_NP,",_, &c._FW upon_IN a_DT balance_NN capable_JJ of_IN indicating_VVG sosmall_NN a_DT variation_NN of_IN weight_NN as_IN that_DT of_IN A_DT ;_: -part_JJ of_IN",Benjamin Count of Rumford,B.Count,121,"An Inquiry Concerning the Weight Ascribed to Heat. By Benjamin Count of Rumford, F. R. S. M. R. I. A.\c.",5370,fla,1799,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=5203,12293364,12293364.0
938,33073,2215,0.043073542,108454,transactions ,"be so far immaterial as not to interfere with this motion , but not so as to take away their",weight,weight,"or to interfere with the application of the upward pressure of thefluid to them , then will the motion of",W,VM,None,S,,,PP$,CC,PHYSICS,,"be_VB so_RB far_RB immaterial_JJ as_IN not_RB to_TO interfere_VV with_IN this_DT motion_NN ,_, but_CC not_RB so_RB as_RB to_TO take_VV away_RP their_PP$",weight_NN,"or_CC to_TO interfere_VV with_IN the_DT application_NN of_IN the_DT upward_JJ pressure_NN of_IN thefluid_NN to_TO them_PP ,_, then_RB will_MD the_DT motion_NN of_IN",Henry Moseley,H.Moseley,167,On the Dynamical Stability and on the Oscillations of Floating Bodies,16091,fla,1850,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=8113,21958259,21958259.0
939,35748,3526,0.043103439,108955,transactions ,"the absolute value of the force at a base station , and by v the deflection caused by a constant",weight,weight,"at the base station , and sinlv by P ' and v ' corresponding values at another station , we",W,WO,None,S,,,JJ,IN,GEOLOGY,,"the_DT absolute_JJ value_NN of_IN the_DT force_NN at_IN a_DT base_NN station_NN ,_, and_CC by_IN v_NN the_DT deflection_NN caused_VVN by_IN a_DT constant_JJ",weight_NN,"at_IN the_DT base_NN station_NN ,_, and_CC sinlv_NN by_IN P_NN '_'' and_CC v_NN '_POS corresponding_JJ values_NNS at_IN another_DT station_NN ,_, we_PP",Edward Sabine,E.Sabine,307,Contributions to Terrestrial Magnetism.--No. X,11188,fla,1866,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=10788,29881782,29881782.0
941,35424,3357,0.043208623,108887,transactions ,"( 2 ) after introducing the solid substance , and ( 3 ) after introducing the liquid , give the",weight,weight,of the solid substance ( m ) and of the liquid ( f ) . The heating apparatus ( fig.,M,C,None,S,,,DT,IN,PHYSICS,,"(_( 2_CD )_) after_IN introducing_VVG the_DT solid_JJ substance_NN ,_, and_CC (_( 3_LS )_) after_IN introducing_VVG the_DT liquid_NN ,_, give_VV the_DT",weight_NN,of_IN the_DT solid_JJ substance_NN (_( m_NN )_) and_CC of_IN the_DT liquid_JJ (_( f_LS )_) ._SENT The_DT heating_NN apparatus_NN (_( fig._NN,Hermann Kopp,H.Kopp,117,Investigations of the Specific Heat of Solid Bodies,36207,fla,1865,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=10464,29062263,29062263.0
942,49227,6707,0.043258442,rstb_1912_0006,rstb,B ) and the blood volume expressed as percentage of body weight . Table III . No. Sex . Body,weight,weight,". ( "" Rohgewicht . "" ) Haemoglobin per cent. ( Man = 100 . ) Blood volume observed .",M,BO,None,S,,,NN,SENT,BIOLOGY,,B_NP )_) and_CC the_DT blood_NN volume_NN expressed_VVN as_IN percentage_NN of_IN body_NN weight_NN ._SENT Table_NN III_NP ._SENT No._NN Sex_NN ._SENT Body_NN,weight_NN,"._SENT (_( ""_`` Rohgewicht_NP ._SENT ""_'' )_) Haemoglobin_NN per_IN cent._NP (_( Man_NP =_SYM 100_CD ._SENT )_) Blood_NP volume_NN observed_VVD ._SENT","Georges Dreyer, M. A., M. D.|William Ray, M. B., B. Sc.|Prof. Francis Gotch, F. R. S.",G.Dreyer,131,VI. Further experiments upon the blood volume of mammals and its relation to the surface area of the body,10341,article,1912,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=24267,71661336,71661336.0
943,35800,3564,0.043346907999999996,108961,transactions ,"It will -be found , oti analyzing the process of reasoning bywhich we conclude the continuous existence of the same",weight,weight,"ina chemical clange , thathth-e evidence by which it is supported is precisely of the same order as that by",M,C,None,S,,,JJ,NN,CHEMISTRY,,"It_PP will_MD -be_VV found_VVN ,_, oti_NNS analyzing_VVG the_DT process_NN of_IN reasoning_NN bywhich_NN we_PP conclude_VVP the_DT continuous_JJ existence_NN of_IN the_DT same_JJ",weight_NN,"ina_NN chemical_NN clange_NN ,_, thathth-e_NN evidence_NN by_IN which_WDT it_PP is_VBZ supported_VVN is_VBZ precisely_RB of_IN the_DT same_JJ order_NN as_IN that_DT by_IN",B. C. Brodie,B.C.Brodie,467,"The Calculus of Chemical Operations; Being a Method for the Investigation, by means of Symbols, of the Laws of the Distribution of Weight in Chemical Change. Part I. On the Construction of Chemical Symbols",33370,fla,1866,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=10840,30025789,30025789.0
944,45443,6098,0.043378747,rstb_1905_0005,rstb,"1 Difference . . ! 1st weight , P38 grms. 9.30 P.M. o 14-3 9-11 P.M. Preliminary Preliminary | 2nd",weight,weight,", P40 "" 12.15 A.M. 14-2 11-1 A.M. .0297 ! * .0294 0003 ! 1- 3 "" .0297 ! .0277",M,BIO,GRAMS,S,,,JJ,NP,BIOLOGY,,"1_CD Difference_NN ._SENT ._SENT !_SENT 1st_JJ weight_NN ,_, P38_NP grms._NP 9.30_CD P.M._NN o_NN 14-3_CD 9-11_CD P.M._NN Preliminary_JJ Preliminary_JJ |_SYM 2nd_JJ",weight_NN,",_, P40_NP ""_`` 12.15_CD A.M._NN 14-2_CD 11-1_CD A.M._NN .0297_CD !_SENT *_SYM .0294_CD 0003_CD !_SENT 1-_CD 3_CD ""_`` .0297_CD !_SENT .0277_CD","Gabrielle L. C. Matthaei|F. Darwin, F. R. S.",Matthaei.Darwin,118,IV. Experimental researches on vegetable assimilation and respiration. III.- On the effect of temperature on carbon-dioxide assimilation.,28105,experiment,1905,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=20483,64017647,64017647.0
945,28219,299,0.043581822,106118,transactions ,"copper ; the quinarius , for five ; and the sesterce , for two and a half . But the",weight,weight,"of the As was reduced in the first Punic war , when the republic , being unable to defray its",M,COIN,None,S,,,DT,IN,META,,"copper_NN ;_: the_DT quinarius_NN ,_, for_IN five_CD ;_: and_CC the_DT sesterce_NN ,_, for_IN two_CD and_CC a_DT half_NN ._SENT But_CC the_DT",weight_NN,"of_IN the_DT As_RB was_VBD reduced_VVN in_IN the_DT first_JJ Punic_JJ war_NN ,_, when_WRB the_DT republic_NN ,_, being_VBG unable_JJ to_TO defray_VV its_PP$",Matthew Raper,M.Raper,188,"An Inquiry into the Value of the Ancient Greek and Roman Money: By Matthew Raper, Esq; F. R. S.",23371,fla,1771,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=3259,8447076,8447076.0
946,30545,1057,0.043780520999999996,107280,transactions ,"other , the results were examined . The iron wire became converted superficially into oxide , and had gained in",weight,weight,"4 parts of a grain , about 10 of a grain of water were collected from the cooled glass tubes",M,C,GRAINS,S,,,IN,CD,CHEMISTRY,,"other_JJ ,_, the_DT results_NNS were_VBD examined_VVN ._SENT The_DT iron_NN wire_NN became_VVD converted_VVN superficially_RB into_IN oxide_NN ,_, and_CC had_VHD gained_VVN in_IN",weight_NN,"4_CD parts_NNS of_IN a_DT grain_NN ,_, about_RB 10_CD of_IN a_DT grain_NN of_IN water_NN were_VBD collected_VVN from_IN the_DT cooled_VVN glass_NN tubes_NNS",Humphry Davy,H.Davy,257,"The Bakerian Lecture: On Some New Phenomena of Chemical Changes Produced by Electricity, Particularly the Decomposition of the Fixed Alkalies, and the Exhibition of the New Substances Which Constitute Their Bases; And on the General Nature of Alkaline Bodies",13294,fla,1808,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=5585,13712007,13712007.0
948,28247,327,0.044498057,106118,transactions ,"Roman Pound , than too small a one . Fourthly , this vessel was by law to contain ten Pounds",weight,weight,"of wine ; which being lighter than water , the weights above-mentioned must be too ( 9 ) See Greaves",M,F,POUNDS,S,,,NP,IN,META,,"Roman_NP Pound_NP ,_, than_IN too_RB small_JJ a_DT one_CD ._SENT Fourthly_RB ,_, this_DT vessel_NN was_VBD by_IN law_NN to_TO contain_VV ten_CD Pounds_NP",weight_NN,"of_IN wine_NN ;_: which_WDT being_VBG lighter_JJR than_IN water_NN ,_, the_DT weights_NNS above-mentioned_JJ must_MD be_VB too_RB (_( 9_CD )_) See_NP Greaves_NP",Matthew Raper,M.Raper,188,"An Inquiry into the Value of the Ancient Greek and Roman Money: By Matthew Raper, Esq; F. R. S.",23371,fla,1771,https://corpora.clarin-d.uni-saarland.de/cqpweb/rsc_v6_0_1_open_web/context.php?qname=gvgfb0h3imc&batch=3287,8449904,8449904.0
